time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-01-03T20:59:57.140Z,-17.1556,168.7771,29.19,5.1,mb,,42,2.273,0.9,us,usc000tbh1,2015-03-27T07:01:32.040Z,"80km NE of Port-Vila, Vanuatu",earthquake
2015-01-03T17:44:03.530Z,44.5074,-114.112,8.5,5,mww,,10,0.123,1.37,us,usc000tbfq,2015-03-27T07:01:28.040Z,"9km E of Challis, Idaho",earthquake
2015-01-03T08:03:31.370Z,0.007,123.7942,118.15,5,mb,,35,1.459,1.05,us,usc000tbdx,2015-03-27T07:01:23.040Z,"46km SSW of Molibagu, Indonesia",earthquake
2015-01-02T22:07:30.420Z,-56.9072,-150.622,10,5.3,mb,,22,26.278,0.78,us,usc000tbcd,2015-03-27T07:01:18.040Z,"Pacific-Antarctic Ridge",earthquake
2015-01-02T20:11:08.450Z,2.4886,126.4484,48.22,5.1,mb,,45,1.936,0.9,us,usc000tbbg,2015-03-27T07:01:17.040Z,"182km NE of Bitung, Indonesia",earthquake
2015-01-02T11:01:22.940Z,-4.0948,-104.3043,10,5.3,mwc,,149,14.411,0.67,us,usc000tb93,2015-03-27T07:01:13.040Z,"Central East Pacific Rise",earthquake
2015-01-02T10:15:34.380Z,50.8632,-130.3654,10,5.4,mwr,,76,1.523,1.33,us,usc000tb91,2015-03-27T07:01:13.040Z,"208km W of Port Hardy, Canada",earthquake
2015-01-02T08:25:52.660Z,6.4488,60.2985,10,5.4,mwc,,56,8.666,1.03,us,usc000tb8u,2015-03-27T07:01:11.040Z,"Carlsberg Ridge",earthquake
2015-01-02T08:21:55.900Z,6.5739,60.3653,10,5.5,mwc,,56,8.627,0.88,us,usc000tb8r,2015-03-27T07:01:11.040Z,"Carlsberg Ridge",earthquake
2015-01-01T12:16:14.570Z,40.442,-125.7746667,24.08,5.36,mw,38,271,1.088,0.19,nc,nc72373456,2015-05-18T23:10:53.920Z,"128km W of Ferndale, California",earthquake
2015-01-01T08:49:53.200Z,28.728,51.858,10.1,5.1,mb,,,,0.89,us,usc000tb4f,2015-03-27T07:00:56.040Z,"70km W of Firuzabad, Iran",earthquake
2014-12-31T21:17:04.370Z,-17.6985,-178.7652,575.16,5,mb,,69,3.033,0.66,us,usc000tb0n,2015-03-17T02:38:30.040Z,"242km SE of Lambasa, Fiji",earthquake
2014-12-31T19:47:36.010Z,-10.0274,33.8632,14.93,5.1,mb,,45,7.608,0.89,us,usc000tb03,2015-03-17T02:38:29.040Z,"12km SW of Karonga, Malawi",earthquake
2014-12-31T09:26:22.450Z,13.7483,120.6673,110,5.5,mwb,,30,8.78,0.96,us,usc000taxu,2015-03-17T02:38:24.040Z,"10km SSE of Calatagan, Philippines",earthquake
2014-12-31T07:54:36.890Z,24.6707,122.5575,103.89,5.2,mb,,36,0.46,1.17,us,usc000taxi,2015-03-18T19:05:29.080Z,"50km WNW of Yonakuni, Japan",earthquake
2014-12-31T02:47:31.700Z,-25.4948,178.2221,608.91,5.1,mb,,56,5.065,0.88,us,usc000tawl,2015-03-17T02:38:20.040Z,"South of the Fiji Islands",earthquake
2014-12-31T01:37:33.930Z,-4.4378,144.002,123,5.8,mww,,14,3.805,1.12,us,usc000tawd,2015-03-17T02:38:19.040Z,"42km S of Angoram, Papua New Guinea",earthquake
2014-12-31T00:21:48.900Z,13.7874,146.2435,59.9,5.1,mb,,54,1.351,0.87,us,usc000taw1,2015-03-17T02:38:18.040Z,"119km ESE of Rota, Northern Mariana Islands",earthquake
2014-12-31T00:06:09.940Z,-20.3096,-178.5461,605.82,5.4,mb,,29,4.106,0.87,us,usc000tavz,2015-03-17T02:38:18.040Z,"40km NNE of Ndoi Island, Fiji",earthquake
2014-12-30T21:17:23.920Z,-20.3263,-178.5639,599.28,6,mww,,25,4.103,0.73,us,usc000tauh,2015-03-17T02:38:15.040Z,"38km NNE of Ndoi Island, Fiji",earthquake
2014-12-30T19:09:08.160Z,9.8183,126.2791,65.83,5,mb,,41,2.817,1.21,us,usc000tats,2015-03-17T02:38:14.040Z,"13km ENE of General Luna, Philippines",earthquake
2014-12-30T18:42:48.850Z,-56.453,147.1763,13.01,5.1,mb,,46,6.977,0.95,us,usc000tatn,2015-03-17T02:38:14.040Z,"West of Macquarie Island",earthquake
2014-12-30T13:13:36.330Z,9.8986,126.2261,49.25,5,mb,,67,2.882,0.73,us,usc000tasc,2015-03-17T02:38:08.040Z,"14km ENE of Pilar, Philippines",earthquake
2014-12-30T11:03:36.930Z,-56.8845,-150.6289,10,5.2,mb,,40,26.298,0.78,us,usc000tas3,2015-03-17T02:38:06.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-30T04:19:33.400Z,28.44,51.84,28,5.3,mb,,,,0.57,us,usc000tarf,2015-03-17T02:38:03.040Z,"84km WSW of Firuzabad, Iran",earthquake
2014-12-30T00:11:14.010Z,64.628,-17.7035,8.9,5,mb,,45,1.562,0.79,us,usc000taqf,2015-03-17T02:38:01.040Z,"119km S of Akureyri, Iceland",earthquake
2014-12-29T23:37:59.070Z,-20.583,-177.654,503.63,5,mb,,33,4.943,0.89,us,usc000taq0,2015-03-17T02:38:01.040Z,"109km E of Ndoi Island, Fiji",earthquake
2014-12-29T20:34:11.570Z,41.7007,19.2785,7.01,5,mb,,,,0.85,us,usc000tan7,2015-03-17T02:37:59.040Z,"25km S of Ulcinj, Montenegro",earthquake
2014-12-29T17:41:49.470Z,-56.659,-24.8509,19.03,5.6,mww,,27,7.03,0.81,us,usc000takc,2015-03-17T02:37:58.040Z,"144km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2014-12-29T09:29:37.390Z,8.6341,121.5213,8,6.1,mww,,35,4.31,1.17,us,usc000taik,2015-03-17T02:37:53.040Z,"109km SSE of Cagayancillo, Philippines",earthquake
2014-12-28T20:30:54.210Z,-59.7673,-27.1541,113.7,5.2,mwb,,53,7.489,0.79,us,usc000tag7,2015-03-17T02:37:45.040Z,"89km SSW of Bristol Island, South Sandwich Islands",earthquake
2014-12-28T11:49:47.180Z,38.3949,144.3947,35,5.1,mb,,32,2.89,0.63,us,usc000tae3,2015-03-17T02:37:40.040Z,"238km ESE of Kamaishi, Japan",earthquake
2014-12-28T05:05:13.890Z,-56.3262,-27.0891,112.99,5,mb,,56,5.745,0.7,us,usc000tacv,2015-03-17T02:37:37.040Z,"42km N of Visokoi Island, ",earthquake
2014-12-27T22:31:18.340Z,-0.6519,-20.7392,10,5.3,mb,,41,9.629,0.52,us,usc000tab8,2015-03-17T02:37:34.040Z,"Central Mid-Atlantic Ridge",earthquake
2014-12-27T18:53:47.210Z,-17.9261,-179.49,621.76,5.5,mwb,,27,2.347,0.74,us,usc000taa1,2015-03-17T02:37:32.040Z,"205km SE of Lambasa, Fiji",earthquake
2014-12-27T12:06:27.570Z,-56.7609,-150.5868,10,5.3,mb,,22,26.422,0.68,us,usc000ta7j,2015-03-17T02:37:27.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-27T07:25:37.970Z,55.4028,-35.149,10,5.3,mb,,37,7.905,0.61,us,usc000ta6m,2015-03-17T02:37:26.040Z,"Reykjanes Ridge",earthquake
2014-12-26T23:52:15.160Z,6.5189,-82.3463,10,5.9,mww,,57,3.876,0.9,us,usc000ta5d,2015-03-17T02:37:21.040Z,"177km SSE of Punta de Burica, Panama",earthquake
2014-12-26T17:55:18.140Z,36.5237,3.0667,14.26,5.1,mb,,34,2.847,0.94,us,usc000ta2u,2015-03-17T02:37:18.040Z,"2km SSW of Bougara, Algeria",earthquake
2014-12-25T22:53:26.840Z,64.5553,-17.2888,7.17,5,mb,,60,1.748,0.76,us,usc000ta03,2015-03-17T02:37:10.040Z,"105km WNW of Hofn, Iceland",earthquake
2014-12-25T06:45:42.120Z,24.4153,-109.0765,10,5.1,mb,,104,3.972,1.07,us,usc000t9y1,2015-03-17T02:37:05.040Z,"127km ENE of La Paz, Mexico",earthquake
2014-12-25T00:48:25.150Z,-7.3661,155.9646,10,5.3,mb,,23,4.446,0.72,us,usc000t9x8,2015-03-17T02:37:04.040Z,"103km SW of Chirovanga, Solomon Islands",earthquake
2014-12-24T23:06:05.470Z,37.2516,141.5576,10,5.2,mwb,,39,0.867,0.68,us,usc000t9wt,2015-03-17T02:37:03.040Z,"55km ESE of Namie, Japan",earthquake
2014-12-24T21:34:05.970Z,-6.2229,131.1377,48.96,5.2,mb,,27,1.755,0.72,us,usc000t9w8,2015-03-17T02:37:02.040Z,"188km WSW of Tual, Indonesia",earthquake
2014-12-24T08:44:35.120Z,-25.8546,-179.8365,468.9,5,mb,,74,3.778,1.09,us,usc000t9p1,2015-03-17T02:36:55.040Z,"South of the Fiji Islands",earthquake
2014-12-24T06:02:05.300Z,-4.0512,134.9229,10,5.3,mb,,21,2.896,1.32,us,usc000t9na,2015-03-17T02:36:53.040Z,"98km SW of Nabire, Indonesia",earthquake
2014-12-24T02:36:04.720Z,-56.659,147.3829,10,5.1,mb,,69,6.909,1.4,us,usc000t9m1,2015-03-17T02:36:50.040Z,"West of Macquarie Island",earthquake
2014-12-24T02:01:37.030Z,15.6979,144.97,49.73,5,mb,,80,0.923,0.88,us,usc000t9lq,2015-03-17T02:36:50.040Z,"96km NW of Northern Islands Municipality - Mayor's Office, Northern Mariana Islands",earthquake
2014-12-24T01:58:01.740Z,-56.3945,147.336,4,5.9,mwb,,43,6.878,0.93,us,usc000t9lm,2015-03-17T02:36:49.040Z,"West of Macquarie Island",earthquake
2014-12-24T01:19:38.840Z,-56.3004,147.2567,10,5.5,mwb,,49,6.904,1.05,us,usc000t9l4,2015-03-17T02:36:49.040Z,"West of Macquarie Island",earthquake
2014-12-24T00:29:58.210Z,-56.8054,-150.5681,10,5.1,mb,,60,26.384,1.04,us,usc000td83,2015-03-17T02:36:49.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-23T21:19:51.430Z,-6.7306,155.0899,35,5.1,mb,,33,5.511,0.68,us,usc000t9ir,2015-03-06T02:59:13.040Z,"63km SW of Panguna, Papua New Guinea",earthquake
2014-12-23T20:03:57.250Z,-21.9707,170.7183,102.46,5,mb,,95,3.967,0.81,us,usc000t9hs,2015-03-06T02:59:12.040Z,"145km WNW of Ile Hunter, New Caledonia",earthquake
2014-12-22T22:39:39.660Z,-7.3565,155.8327,69.45,5.1,mb,,48,4.566,0.91,us,usc000td5m,2015-03-06T02:59:11.040Z,"112km SW of Chirovanga, Solomon Islands",earthquake
2014-12-22T22:38:57.220Z,-7.362,155.8748,57.5,5.1,mb,,33,4.526,1.01,us,usc000t99p,2015-03-06T02:59:11.040Z,"109km SW of Chirovanga, Solomon Islands",earthquake
2014-12-22T22:35:48.670Z,-7.3725,155.8878,59.52,5.1,mb,,20,4.51,0.99,us,usc000t99k,2015-03-06T02:59:11.040Z,"109km SW of Chirovanga, Solomon Islands",earthquake
2014-12-22T13:00:13.580Z,-7.0867,129.1033,180.65,5,mb,,29,2.351,0.96,us,usc000t93d,2015-03-06T02:59:10.040Z,"262km WNW of Saumlaki, Indonesia",earthquake
2014-12-22T07:19:41.230Z,-54.1054,-146.0942,14,5.8,mww,,25,28.439,0.79,us,usc000t91m,2015-03-06T02:59:09.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-21T21:13:52.790Z,19.2029,145.7722,135.82,5,mb,,26,3.949,0.42,us,usc000t8yw,2015-03-06T02:59:08.040Z,"49km NNE of Agrihan, Northern Mariana Islands",earthquake
2014-12-21T14:18:41.350Z,2.1241,126.6173,53.14,5.2,mb,,40,1.538,0.91,us,usc000t8wi,2015-03-06T02:59:07.040Z,"160km WNW of Tobelo, Indonesia",earthquake
2014-12-21T13:40:41.640Z,2.0551,126.5767,48.53,5.2,mb,,20,1.499,0.68,us,usc000t8wc,2015-03-06T02:59:07.040Z,"163km WNW of Tobelo, Indonesia",earthquake
2014-12-21T13:29:57.120Z,2.0397,126.6015,56.88,5.2,mb,,29,1.473,0.74,us,usc000t8wa,2015-03-06T02:59:07.040Z,"160km WNW of Tobelo, Indonesia",earthquake
2014-12-21T11:34:13.570Z,2.0892,126.6483,41,6.3,mww,,19,1.492,0.98,us,usc000t8vq,2015-03-06T02:59:07.040Z,"156km WNW of Tobelo, Indonesia",earthquake
2014-12-21T10:00:09.080Z,11.5807,125.9825,10,5.2,mb,,35,9.759,0.94,us,usc000t8vd,2015-03-06T02:59:07.040Z,"48km NE of Hernani, Philippines",earthquake
2014-12-21T09:40:47.000Z,50.79,-130.52,10,5.2,mwr,,,,1.11,us,usc000t8vb,2015-03-06T02:59:07.040Z,"219km W of Port Hardy, Canada",earthquake
2014-12-21T05:39:36.760Z,30.9075,142.0141,29.3,5.1,mb,,103,2.887,0.75,us,usc000t8uc,2015-03-06T02:59:07.040Z,"Izu Islands, Japan region",earthquake
2014-12-21T05:37:39.090Z,24.2001,94.6939,99.66,5.1,mb,,24,5.732,0.61,us,usc000t8ua,2015-03-06T02:59:07.040Z,"68km NNE of Mawlaik, Burma",earthquake
2014-12-21T02:57:38.130Z,50.959,-130.194,10,5.2,mwr,,,,0.75,us,usc000t8tf,2015-03-06T02:59:06.040Z,"196km SW of Bella Bella, Canada",earthquake
2014-12-21T00:25:20.500Z,11.4518,125.9397,12,5.4,mwb,,27,9.645,0.62,us,usc000t8sw,2015-03-06T02:59:06.040Z,"37km ENE of Hernani, Philippines",earthquake
2014-12-20T18:43:01.240Z,-6.1283,102.1848,12.66,5,mb,,54,1.916,0.75,us,usc000t8qk,2015-03-06T02:59:06.040Z,"212km SW of Kuripan, Indonesia",earthquake
2014-12-20T09:29:57.490Z,37.4017,141.5534,31.31,5.9,mww,,19,0.765,0.76,us,usc000t8p4,2015-05-17T20:04:07.136Z,"49km E of Namie, Japan",earthquake
2014-12-19T19:49:30.080Z,16.1951,-61.8091,118.07,5.6,mww,,30,1.586,0.72,us,usc000t8gv,2015-03-06T02:59:04.040Z,"4km SSW of Pointe-Noire, Guadeloupe",earthquake
2014-12-19T14:41:46.490Z,6.9475,94.7191,35,5.3,mb,,53,2.797,1.28,us,usc000t8a1,2015-03-06T02:59:03.040Z,"134km NNW of Sabang, Indonesia",earthquake
2014-12-19T12:51:20.990Z,-38.3685,178.0517,34.62,5.1,mb,,137,0.748,0.89,us,usc000t899,2015-03-06T02:59:03.040Z,"31km N of Gisborne, New Zealand",earthquake
2014-12-19T04:47:40.250Z,42.7025,145.5103,28.21,5.3,mwb,,41,1.874,0.52,us,usc000t85p,2015-03-06T02:59:02.040Z,"69km S of Nemuro, Japan",earthquake
2014-12-19T02:22:39.030Z,-56.8512,-150.3537,10,5.1,mb,,57,26.384,1.09,us,usc000t84i,2015-03-06T02:59:02.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-18T20:10:53.410Z,-56.6279,-25.3698,10,5.5,mww,,33,6.745,1.09,us,usc000t7za,2015-03-06T02:59:01.040Z,"112km E of Visokoi Island, ",earthquake
2014-12-18T15:32:12.950Z,27.7395,86.3702,33.6,5,mb,,40,4.612,0.84,us,usc000t7wj,2015-04-25T11:47:01.578Z,"29km SSE of Zuobude, China",earthquake
2014-12-18T07:47:45.600Z,-19.5866,-175.4852,197.74,5.2,mb,,87,5.272,1.47,us,usc000t7tt,2015-03-06T02:59:00.040Z,"121km W of Pangai, Tonga",earthquake
2014-12-17T15:24:31.020Z,2.7185,95.7664,27.79,5.3,mb,,59,2.289,0.96,us,usc000t7nh,2015-03-06T02:58:59.040Z,"73km WNW of Sinabang, Indonesia",earthquake
2014-12-17T13:58:50.390Z,64.5909,-17.7629,8.17,5.3,mww,,44,1.541,0.77,us,usc000t7n7,2015-03-06T02:58:59.040Z,"122km S of Akureyri, Iceland",earthquake
2014-12-17T13:05:18.190Z,-7.2726,155.001,10,5.1,mb,,50,4.164,0.76,us,usc000t7my,2015-03-06T02:58:59.040Z,"118km SSW of Panguna, Papua New Guinea",earthquake
2014-12-17T09:46:58.590Z,-5.5232,151.3933,74.73,5.3,mb,,37,1.362,0.79,us,usc000t7ky,2015-03-06T02:58:59.040Z,"138km E of Kimbe, Papua New Guinea",earthquake
2014-12-17T06:10:05.700Z,-3.8295,100.1432,10,5.9,mww,,27,2.854,1.26,us,usc000t7kd,2015-03-06T02:58:59.040Z,"235km W of Bengkulu, Indonesia",earthquake
2014-12-16T20:27:43.900Z,-4.9141,133.8248,34.01,5.1,mb,,23,2.529,0.66,us,usc000t7g1,2015-03-04T21:55:07.040Z,"103km NNW of Dobo, Indonesia",earthquake
2014-12-16T17:06:41.170Z,15.9963,120.0729,56.95,5,mb,,38,6.851,0.78,us,usc000t7e2,2015-03-04T21:55:06.040Z,"7km SSW of Tobuan, Philippines",earthquake
2014-12-16T11:36:34.050Z,-10.9018,165.9684,55.55,5.2,mb,,30,4.675,0.67,us,usc000t79z,2015-03-04T21:55:06.040Z,"25km SE of Lata, Solomon Islands",earthquake
2014-12-16T10:45:24.490Z,-56.7439,-150.4989,0,5.3,mwc,,29,26.455,0.78,us,usc000t79s,2015-03-04T21:55:06.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-16T10:12:51.080Z,31.1098,141.7797,10,5.1,mb,,26,2.604,1.04,us,usc000t79i,2015-03-04T21:55:06.040Z,"287km SE of Hachijo-jima, Japan",earthquake
2014-12-15T09:26:54.210Z,64.6066,-17.1993,10,5.4,mb,,40,1.78,1.09,us,usc000t6v8,2015-03-04T21:55:04.040Z,"103km WNW of Hofn, Iceland",earthquake
2014-12-15T01:18:48.800Z,-5.6109,150.6076,118.51,5.1,mb,,31,1.917,0.99,us,usc000t6qg,2015-03-04T21:55:04.040Z,"51km E of Kimbe, Papua New Guinea",earthquake
2014-12-14T12:41:54.270Z,-20.833,-176.6973,247.01,5.3,mb,,28,5.832,0.96,us,usc000t6ir,2015-03-04T21:55:03.040Z,"157km WNW of Havelu, Tonga",earthquake
2014-12-14T07:14:08.680Z,-30.5501,-178.1027,34.59,5.2,mb,,58,1.309,0.89,us,usc000t6gt,2015-03-04T21:55:02.040Z,"124km NE of L'Esperance Rock, New Zealand",earthquake
2014-12-13T19:24:59.740Z,-56.7567,-150.5241,10,5,mb,,49,26.438,0.94,us,usc000t6de,2015-03-04T21:55:02.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-13T15:01:43.930Z,-56.6475,-26.7603,75.3,5.2,mb,,42,6.018,0.76,us,usc000t6bi,2015-03-04T21:55:01.040Z,"27km ENE of Visokoi Island, ",earthquake
2014-12-13T12:46:44.510Z,-28.9655,-112.2035,10,5.4,mwb,,62,3.128,0.75,us,usc000t6b3,2015-03-04T21:55:01.040Z,"Easter Island region",earthquake
2014-12-13T09:17:49.800Z,1.8131,126.4451,35,5,mb,,56,1.385,0.68,us,usc000t6ah,2015-03-04T21:55:01.040Z,"146km ENE of Bitung, Indonesia",earthquake
2014-12-13T04:59:59.460Z,27.0554,-44.3642,10,5.1,mb,,74,19.123,0.7,us,usc000t69j,2015-03-04T21:55:01.040Z,"Northern Mid-Atlantic Ridge",earthquake
2014-12-12T20:45:40.930Z,30.4132,50.4977,12.58,5.2,mb,,42,2.383,0.99,us,usc000t65g,2015-03-04T21:55:00.040Z,"29km WNW of Do Gonbadan, Iran",earthquake
2014-12-12T20:22:35.350Z,-18.9043,-176.4443,316.37,5.8,mww,,29,5.352,0.99,us,usc000t652,2015-03-04T21:55:00.040Z,"241km WNW of Pangai, Tonga",earthquake
2014-12-12T12:35:30.650Z,-19.9172,-70.9295,20,5.1,mww,,82,0.823,0.9,us,usc000t5xm,2015-03-04T21:55:00.040Z,"88km WNW of Iquique, Chile",earthquake
2014-12-12T12:31:52.120Z,44.5654,149.2825,41.01,5,mb,,51,4.819,0.74,us,usc000t5xl,2015-03-04T21:55:00.040Z,"133km ESE of Kuril'sk, Russia",earthquake
2014-12-12T08:02:06.510Z,-46.9686,165.8994,10,5.2,mb,,85,0.966,0.99,us,usc000t5w6,2015-03-04T21:54:59.040Z,"176km WSW of Riverton, New Zealand",earthquake
2014-12-12T06:05:06.600Z,-55.2388,-128.5656,10,5.2,mb,,47,30.156,0.63,us,usc000t5vr,2015-03-04T21:54:59.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-11T22:27:45.010Z,-20.9347,-178.9082,603.49,5,mb,,18,4.277,0.93,us,usc000t5t0,2015-03-04T21:54:59.040Z,"38km SW of Ndoi Island, Fiji",earthquake
2014-12-11T18:16:50.380Z,-56.8248,-25.2573,10,5.1,mb,,49,6.861,0.45,us,usc000t5mh,2015-03-04T21:54:58.040Z,"119km E of Visokoi Island, ",earthquake
2014-12-11T14:01:37.760Z,-56.7669,-25.4688,10,5.1,mb,,62,6.732,0.76,us,usc000t5jp,2015-03-04T21:54:58.040Z,"106km E of Visokoi Island, ",earthquake
2014-12-11T13:53:29.350Z,-56.7511,-25.4248,10,5.5,mwb,,43,6.751,0.95,us,usc000t5jn,2015-03-04T21:54:58.040Z,"108km E of Visokoi Island, ",earthquake
2014-12-11T00:43:22.000Z,11.5821,141.4651,35,5.1,mb,,28,3.875,0.67,us,usc000t5f8,2015-03-04T21:54:57.040Z,"225km NNE of Fais, Micronesia",earthquake
2014-12-10T21:03:39.260Z,25.5403,122.4503,256,6.1,mww,,10,1.031,0.77,us,usc000t5bu,2015-03-04T21:54:55.040Z,"84km ENE of Keelung, Taiwan",earthquake
2014-12-10T20:27:54.840Z,19.1304,121.1717,45.57,5,mb,,56,3.669,0.81,us,usc000t5b6,2015-03-04T21:54:55.040Z,"57km N of Namuac, Philippines",earthquake
2014-12-10T12:49:51.850Z,-18.4928,-173.077,10,5,mb,,53,4.725,0.65,us,usc000t54f,2015-03-04T21:54:54.040Z,"97km E of Neiafu, Tonga",earthquake
2014-12-09T19:23:36.400Z,-58.9931,-25.6003,50.81,5.1,mb,,51,7.631,0.86,us,usc000t4wj,2015-02-28T02:16:16.040Z,"52km E of Bristol Island, South Sandwich Islands",earthquake
2014-12-09T08:03:57.520Z,-53.6828,-134.5615,10,5,mb,,184,32.632,0.59,us,usc000t9pc,2015-02-28T02:16:15.040Z,"Pacific-Antarctic Ridge",earthquake
2014-12-09T05:18:28.560Z,-49.7618,122.6909,10,5.1,mb,,47,17.302,0.73,us,usc000t4rc,2015-02-28T02:16:15.040Z,"Western Indian-Antarctic Ridge",earthquake
2014-12-09T04:06:16.780Z,-6.3811,154.259,10,5,mb,,62,3.014,0.53,us,usc000t4r8,2015-02-28T02:16:15.040Z,"135km W of Panguna, Papua New Guinea",earthquake
2014-12-09T03:09:22.520Z,1.5378,126.232,40.71,5.7,mww,,25,1.366,0.54,us,usc000t4qz,2015-02-28T02:16:15.040Z,"117km E of Bitung, Indonesia",earthquake
2014-12-09T02:33:32.130Z,-6.4376,154.395,7,5.4,mwb,,24,3.148,0.45,us,usc000t4qs,2015-02-28T02:16:14.040Z,"121km W of Panguna, Papua New Guinea",earthquake
2014-12-09T02:01:27.900Z,-6.37,154.3427,10,5.1,mb,,26,3.064,0.74,us,usc000t4ql,2015-02-28T02:16:14.040Z,"126km W of Panguna, Papua New Guinea",earthquake
2014-12-09T01:31:07.830Z,-34.5564,-108.867,15.08,5.1,mb,,63,30.783,0.43,us,usc000t4qp,2015-02-28T02:16:14.040Z,"Southern East Pacific Rise",earthquake
2014-12-08T18:44:47.100Z,8.0339,-82.6697,42.46,5.3,mwb,,65,2.419,0.77,us,usc000t4ld,2015-02-28T02:16:14.040Z,"21km E of Punta de Burica, Panama",earthquake
2014-12-08T15:08:54.390Z,-2.5998,140.3419,35,5.2,mb,,20,0.371,0.8,us,usc000t4jc,2015-02-28T02:16:14.040Z,"27km W of Abepura, Indonesia",earthquake
2014-12-08T13:15:04.980Z,-6.4975,154.5859,10,5,mb,,29,3.326,0.52,us,usc000t4j8,2015-02-28T02:16:14.040Z,"101km WSW of Panguna, Papua New Guinea",earthquake
2014-12-08T12:51:26.830Z,-1.8198,138.7381,40.18,5.4,mwc,,16,2.082,0.87,us,usc000t4j7,2015-02-28T02:16:14.040Z,"224km WNW of Abepura, Indonesia",earthquake
2014-12-08T09:52:04.220Z,50.3161,158.0836,47.13,5.6,mb,,54,2.734,0.83,us,usc000t4ix,2015-02-28T02:16:13.040Z,"144km ESE of Severo-Kuril'sk, Russia",earthquake
2014-12-08T08:54:52.520Z,7.9401,-82.6865,20,6.6,mww,,43,2.485,1.01,us,usc000t4iq,2015-03-20T18:42:52.341Z,"22km ESE of Punta de Burica, Panama",earthquake
2014-12-08T07:35:52.980Z,1.9374,126.3274,20,5.4,mwb,,34,1.555,0.79,us,usc000t4ij,2015-02-28T02:16:13.040Z,"138km ENE of Bitung, Indonesia",earthquake
2014-12-08T01:28:18.220Z,1.7361,126.9276,117.8,5.2,mb,,70,1.053,1.02,us,usc000t4hj,2015-02-28T02:16:13.040Z,"116km NNW of Kota Ternate, Indonesia",earthquake
2014-12-07T21:16:35.740Z,13.6717,-91.4731,32,6.1,mww,,54,0.874,0.48,us,usc000t4gc,2015-02-28T02:16:13.040Z,"61km SSW of Nueva Concepcion, Guatemala",earthquake
2014-12-07T17:55:28.760Z,-6.475,154.3148,10,5.4,mwc,,66,3.12,1.43,us,usc000t4fp,2015-02-28T02:16:12.040Z,"130km W of Panguna, Papua New Guinea",earthquake
2014-12-07T15:35:44.980Z,13.8464,-60.3161,32.47,5,mb,,126,0.252,0.93,us,usc000t4f6,2015-02-28T02:16:12.040Z,"62km E of Dennery, Saint Lucia",earthquake
2014-12-07T14:51:59.810Z,44.5983,149.2429,59.43,5.1,mb,,62,4.792,0.57,us,usc000t4f3,2015-02-28T02:16:12.040Z,"128km ESE of Kuril'sk, Russia",earthquake
2014-12-07T14:19:29.500Z,-6.5211,154.5336,10,5,mb,,34,3.305,1.08,us,usc000t4ex,2015-02-28T02:16:12.040Z,"107km WSW of Panguna, Papua New Guinea",earthquake
2014-12-07T12:11:31.220Z,13.7465,-91.3822,28,5.9,mww,,28,0.83,0.85,us,usc000t4ep,2015-02-28T02:16:12.040Z,"50km S of Nueva Concepcion, Guatemala",earthquake
2014-12-07T08:18:07.210Z,-6.3788,154.3839,10,5.2,mb,,23,7.761,0.78,us,usc000t4eb,2015-02-28T02:16:12.040Z,"122km W of Panguna, Papua New Guinea",earthquake
2014-12-07T03:30:01.800Z,-6.4606,154.2587,10,5.6,mwc,,18,3.071,0.89,us,usc000t4dj,2015-02-28T02:16:11.040Z,"136km W of Panguna, Papua New Guinea",earthquake
2014-12-07T02:24:32.750Z,-6.7754,154.3047,10,5,mb,,31,3.336,1.25,us,usc000t4dc,2015-02-28T02:16:11.040Z,"140km WSW of Panguna, Papua New Guinea",earthquake
2014-12-07T01:40:04.600Z,-6.4688,154.4099,10,5,mb,,63,3.181,0.82,us,usc000t4d0,2015-02-28T02:16:11.040Z,"120km W of Panguna, Papua New Guinea",earthquake
2014-12-07T01:22:02.180Z,-6.5108,154.4603,23,6.6,mww,,12,3.246,0.72,us,usc000t4cz,2015-02-28T02:16:11.040Z,"115km W of Panguna, Papua New Guinea",earthquake
2014-12-06T22:05:10.730Z,-6.11,130.4829,116,6,mww,,10,2.029,0.74,us,usc000t4bd,2015-02-28T02:16:11.040Z,"223km NNW of Saumlaki, Indonesia",earthquake
2014-12-06T17:21:49.020Z,7.9824,-82.7339,15,6,mww,,37,2.424,0.97,us,usc000t49v,2015-02-28T02:16:10.040Z,"15km ESE of Punta de Burica, Panama",earthquake
2014-12-06T10:20:01.520Z,23.3577,100.533,10,5.6,mww,,19,2.673,0.71,us,usc000t48q,2015-02-28T02:16:10.040Z,"19km SW of Weiyuan, China",earthquake
2014-12-06T01:45:06.760Z,38.894,26.272,12.4,5.1,mww,,,,0.67,us,usc000t478,2015-02-28T02:16:10.040Z,"12km SW of Plomarion, Greece",earthquake
