time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-11-24T15:30:08.670Z,2.7693,96.155,45.95,5.3,mb,,57,2.033,0.75,us,usb000szkj,2015-02-18T03:30:57.040Z,"40km NW of Sinabang, Indonesia",earthquake
2014-11-24T09:03:28.390Z,64.6727,-17.557,10,5.2,mb,,46,1.62,0.96,us,usb000szhs,2015-02-18T03:30:57.040Z,"115km SSE of Akureyri, Iceland",earthquake
2014-11-23T13:34:54.760Z,39.6015,143.2619,18.17,5,mb,,67,2.308,0.62,us,usb000szb0,2015-02-18T03:30:55.040Z,"112km E of Miyako, Japan",earthquake
2014-11-23T11:01:25.120Z,43.8195,-128.5466,10,5.2,mww,,62,3.215,1.02,us,usb000sz9m,2015-02-18T03:30:55.040Z,"Off the coast of Oregon",earthquake
2014-11-22T19:14:16.370Z,45.8977,27.1505,32,5.6,mww,,13,0.149,0.86,us,usb000sz38,2015-02-18T03:30:54.040Z,"5km E of Panciu, Romania",earthquake
2014-11-22T16:33:54.710Z,-49.2044,108.8873,10,5,mb,,147,20.842,0.71,us,usb000sz1g,2015-02-18T03:30:54.040Z,"Southeast Indian Ridge",earthquake
2014-11-22T13:45:26.790Z,36.5225,66.5824,21.63,5.4,mwc,,79,2.817,0.91,us,usb000syze,2015-02-18T03:30:53.040Z,"38km SW of Balkh, Afghanistan",earthquake
2014-11-22T13:08:18.420Z,36.6408,137.8875,9,6.2,mww,,19,0.271,0.98,us,usb000syza,2015-05-20T04:08:11.914Z,"15km N of Omachi, Japan",earthquake
2014-11-22T08:55:26.580Z,30.3398,101.7374,9,5.9,mww,,24,5.271,0.72,us,usb000syy0,2015-02-18T03:30:53.040Z,"38km NNW of Kangding, China",earthquake
2014-11-22T08:43:53.500Z,-8.7648,-74.6034,137.79,5.1,mb,,87,3.886,0.61,us,usb000syxy,2015-02-18T03:30:53.040Z,"39km SE of Campoverde, Peru",earthquake
2014-11-22T06:50:53.640Z,-20.0679,-71.1275,14.65,5,mww,,115,1.017,0.74,us,usb000syxg,2015-02-18T03:30:53.040Z,"104km W of Iquique, Chile",earthquake
2014-11-22T04:18:40.890Z,-17.6679,168.2615,63.67,5.2,mb,,53,2.43,0.75,us,usb000syw6,2015-02-18T03:30:52.040Z,"9km NW of Port-Vila, Vanuatu",earthquake
2014-11-21T10:10:19.630Z,2.2999,127.0562,35,6.5,mww,,9,1.549,1.16,us,usb000syhz,2015-02-18T03:30:49.040Z,"123km WNW of Tobelo, Indonesia",earthquake
2014-11-21T08:58:04.990Z,36.5157,71.0089,234.57,5.2,mb,,17,0.7,0.86,us,usb000syhn,2015-02-18T03:30:49.040Z,"41km SSE of Jarm, Afghanistan",earthquake
2014-11-21T03:29:11.390Z,20.6545,120.0724,4,5.8,mww,,21,2.347,0.76,us,usb000syg3,2015-02-18T03:30:49.040Z,"164km SSW of Hengchun, Taiwan",earthquake
2014-11-20T18:14:37.790Z,23.5081,93.5148,49,5.6,mwb,,10,2.546,0.78,us,usb000sybr,2015-02-18T03:30:48.040Z,"43km ENE of Khawhai, India",earthquake
2014-11-20T06:05:45.990Z,7.4278,94.3335,27.22,5,mb,,44,3.394,0.79,us,usb000sy5x,2015-02-18T03:30:47.040Z,"127km ESE of Mohean, India",earthquake
2014-11-20T01:51:42.180Z,37.3226,141.6082,32,5.6,mww,,51,0.848,0.47,us,usb000sy4s,2015-05-17T20:23:22.679Z,"56km ESE of Namie, Japan",earthquake
2014-11-19T17:46:22.000Z,24.8846,122.0812,10,5.2,mww,,18,0.537,0.75,us,usb000sy0m,2015-02-18T03:30:46.040Z,"36km ENE of Yilan, Taiwan",earthquake
2014-11-19T14:34:42.850Z,30.6106,131.3516,22.6,5.1,mb,,38,1.182,0.7,us,usc000syw5,2015-02-18T03:30:46.040Z,"36km ESE of Nishinoomote, Japan",earthquake
2014-11-19T11:39:49.820Z,14.7935,-93.3193,60.89,5,mb,,72,1.025,1.01,us,usc000syun,2015-02-18T03:30:46.040Z,"83km SSW of Mapastepec, Mexico",earthquake
2014-11-19T05:06:30.130Z,-2.7241,68.024,10,5.1,mb,,33,6.413,1.17,us,usc000sys4,2015-02-18T03:30:45.040Z,"Carlsberg Ridge",earthquake
2014-11-19T02:56:27.130Z,-10.4824,123.8436,24.54,5.2,mb,,79,0.326,1.1,us,usc000syql,2015-02-18T03:30:45.040Z,"45km SE of Kupang, Indonesia",earthquake
2014-11-18T16:02:06.530Z,-23.5335,-175.0876,10,5.3,mb,,42,6.232,0.67,us,usc000syi1,2015-02-12T01:43:00.040Z,"244km S of `Ohonua, Tonga",earthquake
2014-11-18T15:20:49.640Z,30.0444,131.1233,18.64,5,mb,,55,1.57,0.56,us,usc000syhr,2015-02-12T01:42:59.040Z,"77km S of Nishinoomote, Japan",earthquake
2014-11-18T12:43:22.400Z,1.9675,126.3801,35,5.2,mb,,47,1.543,1.12,us,usc000syen,2015-02-12T01:42:59.040Z,"145km ENE of Bitung, Indonesia",earthquake
2014-11-18T09:15:53.510Z,19.4713,120.4176,10,5.3,mb,,27,3.386,0.92,us,usc000sydv,2015-02-12T01:42:58.040Z,"107km NNW of Pagudpud, Philippines",earthquake
2014-11-18T07:59:13.990Z,31.6764,-40.7091,10,5.4,mwc,,63,20.346,0.65,us,usc000sydc,2015-02-12T01:42:58.040Z,"Northern Mid-Atlantic Ridge",earthquake
2014-11-18T06:06:24.960Z,7.4528,94.3818,10,5.2,mb,,52,3.373,1.06,us,usc000syd1,2015-02-12T01:42:58.040Z,"130km ESE of Mohean, India",earthquake
2014-11-18T04:47:16.630Z,1.8693,126.4751,30,5.8,mww,,19,1.408,0.87,us,usc000sycq,2015-02-12T01:42:56.040Z,"151km ENE of Bitung, Indonesia",earthquake
2014-11-18T03:25:37.490Z,7.484,94.359,6.61,5.6,mww,,23,3.411,0.43,us,usc000syca,2015-02-12T01:42:56.040Z,"126km ESE of Mohean, India",earthquake
2014-11-18T00:37:25.980Z,38.1919,72.9695,138.24,5,mb,,55,2.177,1.18,us,usc000sybi,2015-02-12T01:42:56.040Z,"87km W of Murghob, Tajikistan",earthquake
2014-11-17T23:09:04.450Z,38.6802,23.3105,10,5.1,mww,,38,0.833,1.01,us,usc000syb1,2015-02-12T01:42:55.040Z,"9km NE of Malesina, Greece",earthquake
2014-11-17T23:05:58.440Z,38.6709,23.3782,23.29,5.4,mww,,32,0.885,0.78,us,usc000syak,2015-02-12T01:42:55.040Z,"11km SSE of Limni, Greece",earthquake
2014-11-17T19:06:31.250Z,-7.0617,120.3597,589.36,5.1,mb,,48,2.122,0.84,us,usc000sy78,2015-02-12T01:42:55.040Z,"134km N of Congkar, Indonesia",earthquake
2014-11-17T16:52:46.850Z,-46.3484,33.8037,10,6.1,mww,,19,12.473,0.69,us,usc000sy62,2015-02-12T01:42:54.040Z,"Prince Edward Islands region",earthquake
2014-11-17T14:16:31.590Z,19.4725,120.2589,10,5,mb,,82,3.415,0.8,us,usc000sy54,2015-02-12T01:42:54.040Z,"113km NNW of Burgos, Philippines",earthquake
2014-11-17T14:13:41.120Z,19.6251,120.4268,10,5.4,mb,,26,3.234,0.95,us,usc000sy4s,2015-02-12T01:42:54.040Z,"123km NNW of Pagudpud, Philippines",earthquake
2014-11-17T14:01:27.530Z,19.5714,120.3532,10,5.3,mb,,19,3.3,1.01,us,usc000sy4q,2015-02-12T01:42:54.040Z,"120km NNW of Pagudpud, Philippines",earthquake
2014-11-17T13:34:11.910Z,19.5437,120.2684,10,5.1,mb,,31,3.344,0.87,us,usc000sy4k,2015-02-12T01:42:54.040Z,"120km NNW of Burgos, Philippines",earthquake
2014-11-17T13:27:17.440Z,-9.7745,155.1421,19.99,5.3,mwc,,27,4.75,0.91,us,usc000sy4g,2015-02-12T01:42:53.040Z,"262km SW of Gizo, Solomon Islands",earthquake
2014-11-17T11:27:06.980Z,-36.0008,-102.1971,19.08,5.5,mwc,,37,10.735,0.81,us,usc000sy39,2015-02-12T01:42:53.040Z,"Southeast of Easter Island",earthquake
2014-11-17T04:34:12.360Z,20.7795,94.4211,66,5.3,mwb,,18,3.634,1,us,usc000sy0y,2015-02-12T01:42:52.040Z,"42km WSW of Chauk, Burma",earthquake
2014-11-17T01:05:57.680Z,-9.5484,155.1391,10,5.8,mww,,14,4.744,0.89,us,usc000sy0a,2015-02-12T01:42:52.040Z,"246km SW of Gizo, Solomon Islands",earthquake
2014-11-16T22:33:20.450Z,-37.6478,179.6621,22,6.7,mww,,25,1.079,0.49,us,usc000sxye,2015-03-20T18:42:05.206Z,"183km NE of Gisborne, New Zealand",earthquake
2014-11-16T11:06:08.980Z,1.6469,97.9208,36,5.2,mwb,,28,0.485,0.86,us,usc000sxtp,2015-02-12T01:42:50.040Z,"96km W of Sibolga, Indonesia",earthquake
2014-11-16T10:21:21.340Z,10.5654,-86.0584,28.39,5.2,mb,,60,1.121,0.95,us,usc000sxtc,2015-02-12T01:42:50.040Z,"45km W of Sardinal, Costa Rica",earthquake
2014-11-16T01:37:16.210Z,64.5968,-17.6776,5.7,5.3,mww,,61,1.576,0.61,us,usc000sxqj,2015-02-12T01:42:49.040Z,"122km S of Akureyri, Iceland",earthquake
2014-11-15T18:56:33.430Z,-1.0971,123.5573,38.05,5,mb,,22,0.787,1.18,us,usc000sxng,2015-02-12T01:42:49.040Z,"87km E of Luwuk, Indonesia",earthquake
2014-11-15T18:22:42.260Z,-58.0185,-25.3902,55.57,5,mb,,41,7.238,0.72,us,usc000sxnf,2015-02-12T01:42:48.040Z,"130km NNE of Bristol Island, South Sandwich Islands",earthquake
2014-11-15T11:12:02.660Z,1.7773,126.4955,35,5.4,mb,,46,1.325,0.8,us,usc000sxl8,2015-02-12T01:42:47.040Z,"146km NW of Kota Ternate, Indonesia",earthquake
2014-11-15T09:47:57.850Z,1.7859,126.5628,35,5.5,mww,,28,1.288,0.93,us,usc000sxkt,2015-02-12T01:42:47.040Z,"142km NW of Kota Ternate, Indonesia",earthquake
2014-11-15T09:26:57.320Z,1.8497,126.6317,35,5,mb,,90,1.298,0.94,us,usc000sxkp,2015-02-12T01:42:47.040Z,"143km NW of Kota Ternate, Indonesia",earthquake
2014-11-15T05:20:37.780Z,-17.2351,-69.917,152.68,5,mb,,107,1.161,0.86,us,usc000sxjb,2015-02-12T01:42:46.040Z,"14km ENE of Chuquitira, Peru",earthquake
2014-11-15T03:23:00.230Z,1.8255,126.488,18.02,5,mb,,87,1.366,0.77,us,usc000sxhu,2015-02-12T01:42:45.040Z,"151km NW of Kota Ternate, Indonesia",earthquake
2014-11-15T03:08:04.590Z,-0.1448,123.8891,90.28,5.9,mww,,14,1.429,1,us,usc000sxhm,2015-02-12T01:42:45.040Z,"59km S of Molibagu, Indonesia",earthquake
2014-11-15T02:43:16.800Z,1.7235,126.283,35,5.1,mb,,52,1.437,0.79,us,usb000t0ps,2015-02-12T01:42:45.040Z,"126km ENE of Bitung, Indonesia",earthquake
2014-11-15T02:40:06.840Z,0.5712,126.032,35,5.1,mb,,71,1.349,0.78,us,usb000t0nt,2015-02-12T01:42:45.040Z,"135km SE of Bitung, Indonesia",earthquake
2014-11-15T02:34:59.790Z,1.6728,126.2983,44.94,5.9,mb,,59,1.393,1.18,us,usb000t0pj,2015-02-12T01:42:45.040Z,"126km ENE of Bitung, Indonesia",earthquake
2014-11-15T02:31:41.720Z,1.8929,126.5217,45,7.1,mww,,18,1.397,0.71,us,usc000sxh8,2015-03-20T18:42:02.735Z,"154km NW of Kota Ternate, Indonesia",earthquake
2014-11-15T00:18:39.880Z,-12.6895,-76.7346,44.92,5.4,mww,,55,0.705,0.69,us,usc000sxg6,2015-02-12T01:42:42.040Z,"11km WSW of Mala, Peru",earthquake
2014-11-14T11:25:49.780Z,64.5389,-17.2727,7.7,5.2,mb,,42,1.758,0.86,us,usc000sx8r,2015-02-12T01:42:41.040Z,"104km WNW of Hofn, Iceland",earthquake
2014-11-14T09:51:30.000Z,51.9458,176.7902,82.7,5,mb,,,,0.85,us,usc000sx8i,2015-03-20T00:58:22.831Z,"58km WSW of Kiska Volcano, Alaska",earthquake
2014-11-14T07:52:23.360Z,-3.9924,142.6536,83.19,5,mb,,37,5.088,0.83,us,usc000sx89,2015-02-12T01:42:41.040Z,"34km NW of Ambunti, Papua New Guinea",earthquake
2014-11-14T06:09:45.510Z,52.3316,160.908,41.79,5,mb,,123,1.539,0.67,us,usc000sx7m,2015-02-12T01:42:40.040Z,"172km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2014-11-14T04:16:07.920Z,45.2068,150.9658,20,5.3,mww,,24,5.97,0.73,us,usc000sx7c,2015-02-12T01:42:40.040Z,"242km E of Kuril'sk, Russia",earthquake
2014-11-14T01:24:15.250Z,42.0925,77.2621,10,5.2,mww,,22,0.067,0.63,us,usc000sx6t,2015-02-12T01:42:40.040Z,"8km SE of Kadzhi-Say, Kyrgyzstan",earthquake
2014-11-13T16:14:00.080Z,13.1221,-87.5824,199.82,5.2,mb,,34,0.146,0.85,us,usc000swzu,2015-02-12T01:42:39.040Z,"20km SSE of Amapala, Honduras",earthquake
2014-11-13T12:21:06.120Z,-18.4981,169.1149,211,5.5,mwb,,24,3.542,0.89,us,usc000swx1,2015-02-12T01:42:39.040Z,"117km N of Isangel, Vanuatu",earthquake
2014-11-13T10:42:19.850Z,-10.6252,165.5628,65.24,5.1,mb,,29,5.052,0.82,us,usc000swwl,2015-02-12T01:42:39.040Z,"31km WNW of Lata, Solomon Islands",earthquake
2014-11-13T10:24:18.270Z,-15.2155,173.0845,10,6,mww,,44,5.389,0.98,us,usc000swwj,2015-02-12T01:42:38.040Z,"Fiji region",earthquake
2014-11-13T07:22:23.350Z,-58.7569,-25.2057,35,5,mb,,67,7.679,0.72,us,usc000swwk,2015-02-12T01:42:38.040Z,"81km ENE of Bristol Island, South Sandwich Islands",earthquake
2014-11-12T11:16:46.510Z,1.1343,-85.3828,10,5.5,mwb,,86,5.221,0.73,us,usc000swj4,2015-02-12T01:42:36.040Z,"Off the coast of Ecuador",earthquake
2014-11-12T11:04:48.910Z,33.0208,140.6623,66.24,5.1,mb,,56,0.718,1.02,us,usc000swj1,2015-02-12T01:42:36.040Z,"80km E of Hachijo-jima, Japan",earthquake
2014-11-11T21:22:25.570Z,-6.7773,129.494,159.95,5.1,mb,,18,2.153,0.79,us,usc000sweg,2015-01-31T02:50:19.040Z,"239km WNW of Saumlaki, Indonesia",earthquake
2014-11-11T10:05:42.500Z,27.897,55.937,8,5,mb,,,,0.8,us,usc000sw7u,2015-01-31T02:50:17.040Z,"85km NNW of Bandar 'Abbas, Iran",earthquake
2014-11-11T08:04:35.670Z,7.4484,94.1965,10,5.1,mb,,46,3.512,0.76,us,usc000sw7k,2015-01-31T02:50:17.040Z,"112km ESE of Mohean, India",earthquake
2014-11-11T07:50:07.740Z,7.4608,94.3042,8,5.3,mwb,,38,3.437,0.87,us,usc000sw7i,2015-01-31T02:50:17.040Z,"122km ESE of Mohean, India",earthquake
2014-11-11T05:04:42.180Z,7.5806,94.361,10,5.1,mb,,72,3.473,0.83,us,usc000sw6s,2015-01-31T02:50:17.040Z,"122km ESE of Mohean, India",earthquake
2014-11-10T23:49:51.440Z,-58.8531,-25.5233,45.4,5,mb,,40,7.589,1.03,us,usc000sw5m,2015-01-31T02:50:16.040Z,"60km ENE of Bristol Island, South Sandwich Islands",earthquake
2014-11-10T21:38:00.830Z,-30.0426,-177.8549,29,5.7,mww,,54,0.797,0.89,us,usc000sw4e,2015-01-31T02:50:16.040Z,"86km S of Raoul Island, New Zealand",earthquake
2014-11-10T13:52:37.380Z,27.9023,55.857,10,5.4,mb,,37,2.961,0.65,us,usc000sw08,2015-01-31T02:50:15.040Z,"89km NNW of Bandar 'Abbas, Iran",earthquake
2014-11-10T11:38:59.000Z,-21.631,-68.725,111.3,5.6,mww,,,,1.03,us,usc000svzn,2015-01-31T02:50:15.040Z,"95km NNE of Calama, Chile",earthquake
2014-11-10T10:04:21.150Z,-22.773,171.4529,7,5.9,mww,,22,4.686,1.01,us,usc000svzi,2015-01-31T02:50:15.040Z,"74km SW of Ile Hunter, New Caledonia",earthquake
2014-11-10T04:41:14.950Z,10.0314,126.7365,8,5.2,mwb,,35,3.157,1.02,us,usc000svyc,2015-01-31T02:50:15.040Z,"68km ENE of General Luna, Philippines",earthquake
2014-11-10T02:39:02.510Z,-23.9776,69.5585,10,5.2,mb,,54,13.069,0.91,us,usc000svxr,2015-01-31T02:50:14.040Z,"Mid-Indian Ridge",earthquake
2014-11-09T21:19:41.230Z,64.5557,-17.4654,7.4,5.4,mww,,52,1.673,0.31,us,usc000svwg,2015-01-31T02:50:14.040Z,"113km WNW of Hofn, Iceland",earthquake
2014-11-09T16:26:03.640Z,-23.3937,-179.8524,547.47,5,mb,,47,5.952,0.78,us,usc000svv4,2015-01-31T02:50:13.040Z,"South of the Fiji Islands",earthquake
2014-11-09T07:12:04.960Z,-51.5859,139.7238,10,5,ms_20,,44,10.093,0.87,us,usc000svt8,2015-01-31T02:50:12.040Z,"Western Indian-Antarctic Ridge",earthquake
2014-11-08T23:15:42.200Z,38.1,20.44,18,5.1,mww,,,,0.84,us,usc000svrp,2015-01-31T02:50:12.040Z,"9km SSW of Argostolion, Greece",earthquake
2014-11-08T16:09:02.790Z,-21.0123,-179.0163,611.32,5.1,mb,,46,4.268,0.79,us,usc000svpk,2015-01-31T02:50:11.040Z,"51km SW of Ndoi Island, Fiji",earthquake
2014-11-08T12:42:42.180Z,4.9934,126.243,89.83,5,mb,,78,2.165,0.96,us,usc000svnp,2015-01-31T02:50:10.040Z,"97km ESE of Sarangani, Philippines",earthquake
2014-11-07T23:54:22.850Z,37.804,142.299,42.44,5.1,mww,,16,1.196,0.69,us,usc000svjy,2015-01-31T02:50:09.040Z,"110km SE of Ishinomaki, Japan",earthquake
2014-11-07T22:54:59.060Z,6.7751,126.7554,72.99,5.1,mb,,13,1.203,0.92,us,usc000svjd,2015-01-31T02:50:09.040Z,"45km SE of Tarragona, Philippines",earthquake
2014-11-07T17:34:51.180Z,-6.4354,148.5844,48.1,5.2,mb,,23,3.27,1.23,us,usc000svfv,2015-01-31T02:50:08.040Z,"81km ENE of Finschhafen, Papua New Guinea",earthquake
2014-11-07T07:41:38.300Z,38.1,20.44,18,5.1,mb,,,,0.88,us,usc000svav,2015-01-31T02:50:07.040Z,"9km SSW of Argostolion, Greece",earthquake
2014-11-07T07:11:23.540Z,64.5865,-17.5343,8.01,5.2,mb,,76,1.639,1.04,us,usc000svaq,2015-01-31T02:50:07.040Z,"118km WNW of Hofn, Iceland",earthquake
2014-11-07T06:51:00.990Z,-60.135,-26.8567,53.88,5.1,mb,,51,7.852,0.64,us,usc000svae,2015-01-31T02:50:07.040Z,"124km S of Bristol Island, South Sandwich Islands",earthquake
2014-11-07T03:33:55.280Z,-5.9873,148.2315,53.19,6.6,mww,,13,3.557,0.91,us,usc000sv94,2015-01-31T02:50:06.040Z,"79km NNE of Finschhafen, Papua New Guinea",earthquake
2014-11-07T01:59:19.990Z,13.6351,-90.6693,66.72,5.2,mwr,,50,1.331,0.9,us,usc000sv8v,2015-01-31T02:50:06.040Z,"33km S of Iztapa, Guatemala",earthquake
2014-11-07T00:20:47.170Z,4.78,95.0654,39,5.5,mww,,21,1.927,1.08,us,usc000sv89,2015-01-31T02:50:06.040Z,"90km SSW of Banda Aceh, Indonesia",earthquake
2014-11-06T15:46:20.400Z,7.4197,94.3316,28.75,5.3,mb,,31,3.39,0.91,us,usc000suzb,2015-01-31T02:50:05.040Z,"127km ESE of Mohean, India",earthquake
2014-11-05T23:28:32.510Z,-5.1891,153.6311,77.57,5.1,mb,,42,1.766,0.64,us,usc000suue,2015-01-31T02:50:02.040Z,"103km SE of Taron, Papua New Guinea",earthquake
2014-11-04T18:21:03.570Z,-28.6017,-179.0548,354.34,5.2,mb,,49,1.176,0.94,us,usc000stzw,2015-01-20T09:03:17.040Z,"134km WNW of Raoul Island, New Zealand",earthquake
2014-11-04T11:26:25.630Z,-15.4683,-173.1653,6.05,5,mb,,85,2.05,0.72,us,usc000stv7,2015-01-20T09:03:17.040Z,"82km NE of Hihifo, Tonga",earthquake
2014-11-04T04:19:10.360Z,0.0782,123.6538,129.16,5.1,mb,,24,1.419,0.58,us,usc000sttw,2015-01-20T09:03:16.040Z,"49km SW of Molibagu, Indonesia",earthquake
2014-11-03T12:36:17.740Z,-41.8079,79.9595,10,5.1,mb,,50,10.171,0.77,us,usc000stn9,2015-01-20T09:03:14.040Z,"Mid-Indian Ridge",earthquake
2014-11-03T08:56:30.790Z,-7.4091,105.9668,25.05,5,mb,,52,1.735,0.74,us,usc000stmf,2015-01-20T09:03:14.040Z,"52km W of Gunungbatu, Indonesia",earthquake
2014-11-03T08:48:29.740Z,-41.7317,79.9602,10,6.3,mww,,17,4.34,1.15,us,usc000stlt,2015-01-20T09:03:14.040Z,"Mid-Indian Ridge",earthquake
2014-11-03T08:27:05.480Z,4.8421,-32.7389,10,5.1,mb,,55,11.058,0.98,us,usc000stlk,2015-01-20T09:03:13.040Z,"Central Mid-Atlantic Ridge",earthquake
2014-11-03T08:23:53.650Z,4.6657,-32.6801,10,5.5,mww,,55,10.908,0.97,us,usc000stlj,2015-01-20T09:03:13.040Z,"Central Mid-Atlantic Ridge",earthquake
2014-11-03T07:18:08.450Z,4.6268,-32.5701,10,5.1,mb,,34,10.904,0.62,us,usc000stlb,2015-01-20T09:03:13.040Z,"Central Mid-Atlantic Ridge",earthquake
2014-11-02T18:25:40.980Z,-10.9587,29.7368,10,5.3,mb,,62,4.55,0.86,us,usc000stin,2015-01-20T09:03:12.040Z,"49km NNE of Samfya, Zambia",earthquake
2014-11-02T17:17:04.410Z,-61.2203,154.2778,10,6,mww,,42,7.185,0.91,us,usc000stig,2015-01-20T09:03:12.040Z,"Balleny Islands region",earthquake
2014-11-02T16:05:46.130Z,64.5674,-17.0651,10,5.4,mww,,46,1.842,0.89,us,usc000stie,2015-01-20T09:03:11.040Z,"96km WNW of Hofn, Iceland",earthquake
2014-11-01T22:13:14.550Z,-9.7822,159.7576,24.48,5.3,ms_20,,29,0.389,0.57,us,usc000stet,2015-01-30T19:42:15.697Z,"43km SSW of Honiara, Solomon Islands",earthquake
2014-11-01T18:57:22.380Z,-19.6903,-177.7587,434,7.1,mww,,13,4.415,0.84,us,usc000stdc,2015-01-20T09:03:09.040Z,"144km NE of Ndoi Island, Fiji",earthquake
2014-11-01T10:59:54.610Z,-31.852,-111.2436,10,6,mww,,36,4.994,0.98,us,usc000stbw,2015-01-20T09:03:08.040Z,"Easter Island region",earthquake
2014-11-01T10:05:43.540Z,-31.9202,-111.107,10,5.8,mww,,38,5.02,0.63,us,usc000stbk,2015-01-20T09:03:08.040Z,"Easter Island region",earthquake
2014-10-31T21:32:26.100Z,64.621,-17.777,10.4,5,mb,,34,1.531,0.78,us,usc000st92,2015-01-20T09:03:07.040Z,"119km S of Akureyri, Iceland",earthquake
2014-10-31T18:42:18.280Z,-7.6047,-76.3621,17.59,5.4,mb,,29,2.069,0.95,us,usc000st7e,2015-01-20T09:03:06.040Z,"59km SE of Huicungo, Peru",earthquake
2014-10-31T17:54:14.500Z,-10.749,165.2683,35.25,5,mb,,50,5.035,1.32,us,usc000st6u,2015-01-20T09:03:06.040Z,"61km W of Lata, Solomon Islands",earthquake
2014-10-31T17:04:58.240Z,-5.4184,35.8954,10,5.1,mb,,55,4.251,0.84,us,usb000ss3p,2015-01-30T11:29:33.418Z,"58km SSE of Kondoa, Tanzania",earthquake
2014-10-31T01:30:38.970Z,64.76,-17.2373,5.37,5.2,mww,,47,1.753,0.82,us,usb000srwk,2015-01-20T09:03:04.040Z,"110km SSE of Akureyri, Iceland",earthquake
2014-10-30T22:37:15.990Z,-16.1509,-73.6349,63.96,5.1,mww,,82,3.843,0.71,us,usb000srvl,2015-01-20T09:03:04.040Z,"111km WNW of Camana, Peru",earthquake
2014-10-30T12:11:35.650Z,-6.9881,117.5894,535,5.7,mww,,21,2.91,0.76,us,usb000srnq,2015-01-20T09:03:03.040Z,"128km N of Labuhankananga, Indonesia",earthquake
2014-10-29T21:14:54.460Z,-5.9967,148.7249,70.73,5.2,mb,,24,3.724,0.76,us,usb000srj6,2015-01-20T09:03:01.040Z,"94km WNW of Kandrian, Papua New Guinea",earthquake
2014-10-29T16:28:05.400Z,-6.0235,148.772,73.26,5.2,mb,,25,3.719,0.93,us,usb000srej,2015-01-20T09:03:01.040Z,"88km WNW of Kandrian, Papua New Guinea",earthquake
2014-10-28T13:13:08.950Z,-36.0143,53.5134,10,5.4,mwb,,50,10.48,0.88,us,usb000sr37,2015-01-17T01:25:43.040Z,"South Indian Ocean",earthquake
2014-10-28T03:15:37.950Z,-15.2954,-174.6752,8,6,mww,,45,5.892,0.55,us,usb000sr1a,2015-01-17T01:25:42.040Z,"122km NW of Hihifo, Tonga",earthquake
2014-10-27T13:11:41.570Z,-11.936,166.536,138.48,5.1,mb,,27,3.549,0.75,us,usb000sqvc,2015-01-17T01:25:41.040Z,"155km SSE of Lata, Solomon Islands",earthquake
2014-10-27T09:54:04.880Z,51.4364,-177.8438,52.62,5.1,mb,,87,0.416,0.99,us,usb000squv,2015-01-17T01:25:41.040Z,"53km SSE of Tanaga Volcano, Alaska",earthquake
2014-10-27T08:34:20.850Z,9.7575,126.7514,46.09,5.5,mwc,,37,2.911,1.12,us,usb000squk,2015-01-17T01:25:41.040Z,"65km E of General Luna, Philippines",earthquake
2014-10-27T08:32:09.210Z,9.6705,126.7486,58.75,5.1,mb,,69,2.831,0.87,us,usb000squi,2015-01-17T01:25:41.040Z,"65km E of General Luna, Philippines",earthquake
2014-10-26T19:47:35.560Z,-4.7711,152.6343,60.28,5,mb,,63,0.743,0.82,us,usb000sqsf,2015-01-17T01:25:40.040Z,"55km SW of Taron, Papua New Guinea",earthquake
2014-10-26T12:13:24.590Z,-5.3877,150.4768,40.56,5.2,mb,,33,2.058,1.21,us,usb000sqr9,2015-01-17T01:25:40.040Z,"41km ENE of Kimbe, Papua New Guinea",earthquake
2014-10-26T10:45:31.840Z,-10.5571,-74.0836,125,5.7,mww,,46,3.056,1.01,us,usb000sqqu,2015-01-30T14:12:09.802Z,"97km NE of Satipo, Peru",earthquake
2014-10-26T08:56:41.720Z,-10.2403,112.7996,36.09,5,mb,,26,2.207,0.97,us,usb000sqqg,2015-01-17T01:25:39.040Z,"203km S of Krajan Tambakrejo, Indonesia",earthquake
2014-10-26T05:54:47.810Z,64.5311,-17.324,8.01,5.3,mww,,21,1.737,0.68,us,usb000sqpv,2015-01-17T01:25:39.040Z,"106km WNW of Hofn, Iceland",earthquake
2014-10-25T01:48:38.110Z,64.4457,-17.6238,7.11,5,mb,,63,1.625,0.92,us,usb000sqgw,2015-01-17T01:25:37.040Z,"118km WNW of Hofn, Iceland",earthquake
2014-10-24T23:43:15.500Z,38.9193,21.1252,0.1,5.3,mww,,,,1.09,us,usb000sqgd,2015-01-17T01:25:36.040Z,"6km SW of Krikellos, Greece",earthquake
2014-10-24T12:38:56.300Z,27.772,57.4,23.8,5.3,mb,,,,1.02,us,usb000sqam,2015-01-17T01:25:35.040Z,"76km NNE of Minab, Iran",earthquake
2014-10-24T11:21:21.420Z,-44.3237,-82.0554,10,5.2,mb,,50,7.292,1,us,usb000sqah,2015-01-17T01:25:35.040Z,"West Chile Rise",earthquake
2014-10-24T02:23:46.430Z,1.4558,126.4462,43.65,5.2,mb,,35,1.143,0.95,us,usb000sq91,2015-01-17T01:25:35.040Z,"126km NW of Kota Ternate, Indonesia",earthquake
